performanceRatingOverall,ticker,regularMarketChange,netExpenseRatio,trailing3mReturn,companyName,twoHundredDayMovingAvg,fundNetAssets,grossExpenseRatio,regularMarketChangePercent,annualReturnNavY1,fiftyTwoWeekChangePercent,regularMarketPrice,fiftyTwoWeekLow,trailingYtdReturn,annualReturnNavY3,annualReturnNavY5,riskRatingOverall,exchange,region,fiftyDayMovingAvg,fiftyTwoWeekHigh
0.0,0P00011MXB.TO,"{'raw': 0.34490013, 'fmt': '0.34'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 15.83395, 'fmt': '15.83%'}",CI Can Sm/Mid Cap Eq Fd (Ser O U),"{'raw': 18.89211, 'fmt': '18.89'}","{'raw': 88978744.0, 'fmt': '88.979M', 'longFmt': '88,978,744'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.571879, 'fmt': '1.57%'}","{'raw': 25.2319, 'fmt': '25.23%'}","{'raw': 24.116886, 'fmt': '24.12%'}","{'raw': 22.2868, 'fmt': '22.29'}","{'raw': 15.209, 'fmt': '15.21'}","{'raw': 25.8345, 'fmt': '25.83%'}","{'raw': -20.74312, 'fmt': '-20.74%'}","{'raw': 19.00651, 'fmt': '19.01%'}",0.0,TOR,ca,"{'raw': 21.566462, 'fmt': '21.57'}","{'raw': 22.7064, 'fmt': '22.71'}"
2.0,0P0001FJJY.TO,"{'raw': 0.25489998, 'fmt': '0.25'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 15.817, 'fmt': '15.82%'}",CI Can Sm/Mid Cap Eq Fd (Ser P U),"{'raw': 13.972612, 'fmt': '13.97'}","{'raw': 88978744.0, 'fmt': '88.979M', 'longFmt': '88,978,744'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5714874, 'fmt': '1.57%'}","{'raw': 0.56072, 'fmt': '0.56%'}","{'raw': 24.108839, 'fmt': '24.11%'}","{'raw': 16.4752, 'fmt': '16.48'}","{'raw': 11.2467, 'fmt': '11.25'}","{'raw': 25.77353, 'fmt': '25.77%'}","{'raw': 21.84082, 'fmt': '21.84%'}","{'raw': 17.33657, 'fmt': '17.34%'}",4.0,TOR,ca,"{'raw': 15.94358, 'fmt': '15.94'}","{'raw': 16.786, 'fmt': '16.79'}"
0.0,0P0001AC54.TO,"{'raw': 0.30140114, 'fmt': '0.30'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.91104, 'fmt': '13.91%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerIShrs),"{'raw': 16.52299, 'fmt': '16.52'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5710987, 'fmt': '1.57%'}","{'raw': 25.32793, 'fmt': '25.33%'}","{'raw': 27.570498, 'fmt': '27.57%'}","{'raw': 19.4855, 'fmt': '19.49'}","{'raw': 13.3053, 'fmt': '13.31'}","{'raw': 23.56112, 'fmt': '23.56%'}","{'raw': -20.45381, 'fmt': '-20.45%'}","{'raw': 18.91254, 'fmt': '18.91%'}",0.0,TOR,ca,"{'raw': 18.857094, 'fmt': '18.86'}","{'raw': 19.8532, 'fmt': '19.85'}"
0.0,0P0001AC6T.TO,"{'raw': 0.13479996, 'fmt': '0.13'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.89957, 'fmt': '13.90%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerIT8Shrs),"{'raw': 7.6160874, 'fmt': '7.62'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5707655, 'fmt': '1.57%'}","{'raw': 25.33434, 'fmt': '25.33%'}","{'raw': 18.220043, 'fmt': '18.22%'}","{'raw': 8.7166, 'fmt': '8.72'}","{'raw': 6.2229, 'fmt': '6.22'}","{'raw': 23.54714, 'fmt': '23.55%'}","{'raw': -20.44945, 'fmt': '-20.45%'}","{'raw': 18.90171, 'fmt': '18.90%'}",0.0,TOR,ca,"{'raw': 8.500902, 'fmt': '8.50'}","{'raw': 8.9312, 'fmt': '8.93'}"
0.0,0P0001AC6U.TO,"{'raw': 0.1324997, 'fmt': '0.13'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.86335, 'fmt': '13.86%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerOT8Shrs),"{'raw': 7.4925776, 'fmt': '7.49'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5703108, 'fmt': '1.57%'}","{'raw': 25.11699, 'fmt': '25.12%'}","{'raw': 18.025446, 'fmt': '18.03%'}","{'raw': 8.5703, 'fmt': '8.57'}","{'raw': 6.1238, 'fmt': '6.12'}","{'raw': 23.38785, 'fmt': '23.39%'}","{'raw': -20.59761, 'fmt': '-20.60%'}","{'raw': 18.70994, 'fmt': '18.71%'}",0.0,TOR,ca,"{'raw': 8.3592, 'fmt': '8.36'}","{'raw': 8.7821, 'fmt': '8.78'}"
0.0,0P0001AC6S.TO,"{'raw': 0.18120003, 'fmt': '0.18'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.83218, 'fmt': '13.83%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerOT5Shrs),"{'raw': 10.131799, 'fmt': '10.13'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5702181, 'fmt': '1.57%'}","{'raw': 25.14951, 'fmt': '25.15%'}","{'raw': 21.501434, 'fmt': '21.50%'}","{'raw': 11.721, 'fmt': '11.72'}","{'raw': 8.2356, 'fmt': '8.24'}","{'raw': 23.3566, 'fmt': '23.36%'}","{'raw': -20.62361, 'fmt': '-20.62%'}","{'raw': 18.70307, 'fmt': '18.70%'}",0.0,TOR,ca,"{'raw': 11.399256, 'fmt': '11.40'}","{'raw': 11.985, 'fmt': '11.98'}"
2.0,0P0001FKB1.TO,"{'raw': 0.12249994, 'fmt': '0.12'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.82767, 'fmt': '13.83%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerPT8Shrs),"{'raw': 6.933674, 'fmt': '6.93'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.57019, 'fmt': '1.57%'}","{'raw': 0.58322, 'fmt': '0.58%'}","{'raw': 17.870796, 'fmt': '17.87%'}","{'raw': 7.9241, 'fmt': '7.92'}","{'raw': 5.6664, 'fmt': '5.67'}","{'raw': 23.25367, 'fmt': '23.25%'}","{'raw': 21.72527, 'fmt': '21.73%'}","{'raw': 17.09933, 'fmt': '17.10%'}",4.0,TOR,ca,"{'raw': 7.729918, 'fmt': '7.73'}","{'raw': 8.1206, 'fmt': '8.12'}"
2.0,0P0001FKAZ.TO,"{'raw': 0.24960041, 'fmt': '0.25'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.84538, 'fmt': '13.85%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerPShrs),"{'raw': 13.707223, 'fmt': '13.71'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5701299, 'fmt': '1.57%'}","{'raw': 0.60705, 'fmt': '0.61%'}","{'raw': 27.283335, 'fmt': '27.28%'}","{'raw': 16.1464, 'fmt': '16.15'}","{'raw': 11.0395, 'fmt': '11.04'}","{'raw': 23.32661, 'fmt': '23.33%'}","{'raw': 21.70913, 'fmt': '21.71%'}","{'raw': 17.10805, 'fmt': '17.11%'}",4.0,TOR,ca,"{'raw': 15.629002, 'fmt': '15.63'}","{'raw': 16.4535, 'fmt': '16.45'}"
2.0,0P0001FKB0.TO,"{'raw': 0.16100025, 'fmt': '0.16'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.82914, 'fmt': '13.83%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerPT5Shrs),"{'raw': 9.008596, 'fmt': '9.01'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5699836, 'fmt': '1.57%'}","{'raw': 0.58224, 'fmt': '0.58%'}","{'raw': 21.370554, 'fmt': '21.37%'}","{'raw': 10.4159, 'fmt': '10.42'}","{'raw': 7.3214, 'fmt': '7.32'}","{'raw': 23.26119, 'fmt': '23.26%'}","{'raw': 21.73849, 'fmt': '21.74%'}","{'raw': 17.09465, 'fmt': '17.09%'}",4.0,TOR,ca,"{'raw': 10.130234, 'fmt': '10.13'}","{'raw': 10.6508, 'fmt': '10.65'}"
0.0,0P0001AC55.TO,"{'raw': 0.30009842, 'fmt': '0.30'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.86314, 'fmt': '13.86%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerOShrs),"{'raw': 16.474352, 'fmt': '16.47'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5698972, 'fmt': '1.57%'}","{'raw': 25.17938, 'fmt': '25.18%'}","{'raw': 27.359974, 'fmt': '27.36%'}","{'raw': 19.4159, 'fmt': '19.42'}","{'raw': 13.2703, 'fmt': '13.27'}","{'raw': 23.38983, 'fmt': '23.39%'}","{'raw': -20.58585, 'fmt': '-20.59%'}","{'raw': 18.7159, 'fmt': '18.72%'}",0.0,TOR,ca,"{'raw': 18.79271, 'fmt': '18.79'}","{'raw': 19.7844, 'fmt': '19.78'}"
,0P0001AADJ.TO,"{'raw': 0.25759888, 'fmt': '0.26'}","{'raw': 0.0, 'fmt': '0.00'}",,CI Can Sm/Mid Cap Eq Fd (Ser EF U),"{'raw': 14.195455, 'fmt': '14.20'}","{'raw': 88978744.0, 'fmt': '88.979M', 'longFmt': '88,978,744'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5689071, 'fmt': '1.57%'}",,"{'raw': 24.16222, 'fmt': '24.16%'}","{'raw': 16.6766, 'fmt': '16.68'}","{'raw': 11.4471, 'fmt': '11.45'}",,,,,TOR,ca,"{'raw': 16.15312, 'fmt': '16.15'}","{'raw': 17.0016, 'fmt': '17.00'}"
,0P0000SLJW.TO,"{'raw': 0.5555992, 'fmt': '0.56'}","{'raw': 0.0, 'fmt': '0.00'}",,CI Can Sm/Mid Cap Eq Fd (Ser F U),"{'raw': 30.637194, 'fmt': '30.64'}","{'raw': 88978744.0, 'fmt': '88.979M', 'longFmt': '88,978,744'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5685942, 'fmt': '1.57%'}",,"{'raw': 24.15638, 'fmt': '24.16%'}","{'raw': 35.9758, 'fmt': '35.98'}","{'raw': 24.711, 'fmt': '24.71'}",,,,,TOR,ca,"{'raw': 34.850407, 'fmt': '34.85'}","{'raw': 36.6797, 'fmt': '36.68'}"
,0P0001AC53.TO,"{'raw': 0.2671013, 'fmt': '0.27'}","{'raw': 0.0, 'fmt': '0.00'}",,CI Can Sm/Mid Cap Eq Corp Cl(SerFShrs),"{'raw': 14.756767, 'fmt': '14.76'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5672015, 'fmt': '1.57%'}",,"{'raw': 25.895834, 'fmt': '25.90%'}","{'raw': 17.3103, 'fmt': '17.31'}","{'raw': 11.9095, 'fmt': '11.91'}",,,,,TOR,ca,"{'raw': 16.772875, 'fmt': '16.77'}","{'raw': 17.6518, 'fmt': '17.65'}"
,0P0001AC6R.TO,"{'raw': 0.16040039, 'fmt': '0.16'}","{'raw': 0.0, 'fmt': '0.00'}",,CI Can Sm/Mid Cap Eq Corp Cl(SerFT5Shrs),"{'raw': 9.03094, 'fmt': '9.03'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5667161, 'fmt': '1.57%'}",,"{'raw': 20.07252, 'fmt': '20.07%'}","{'raw': 10.3984, 'fmt': '10.40'}","{'raw': 7.3544, 'fmt': '7.35'}",,,,,TOR,ca,"{'raw': 10.123598, 'fmt': '10.12'}","{'raw': 10.6404, 'fmt': '10.64'}"
,0P0001AC6N.TO,"{'raw': 0.16170025, 'fmt': '0.16'}","{'raw': 0.0, 'fmt': '0.00'}",,CI Can Sm/Mid Cap Eq CorpCl(SerEFT5Shrs),"{'raw': 9.10041, 'fmt': '9.10'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5667111, 'fmt': '1.57%'}",,"{'raw': 20.373201, 'fmt': '20.37%'}","{'raw': 10.4827, 'fmt': '10.48'}","{'raw': 7.4074, 'fmt': '7.41'}",,,,,TOR,ca,"{'raw': 10.207542, 'fmt': '10.21'}","{'raw': 10.728, 'fmt': '10.73'}"
,0P0001AC52.TO,"{'raw': 0.270401, 'fmt': '0.27'}","{'raw': 0.0, 'fmt': '0.00'}",,CI Can Sm/Mid Cap Eq Corp Cl(SerEFShrs),"{'raw': 14.943016, 'fmt': '14.94'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5666883, 'fmt': '1.57%'}",,"{'raw': 26.059258, 'fmt': '26.06%'}","{'raw': 17.5298, 'fmt': '17.53'}","{'raw': 12.057, 'fmt': '12.06'}",,,,,TOR,ca,"{'raw': 16.988018, 'fmt': '16.99'}","{'raw': 17.8769, 'fmt': '17.88'}"
2.0,0P00011MXA.TO,"{'raw': 0.3069992, 'fmt': '0.31'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 15.20924, 'fmt': '15.21%'}",CI Can Sm/Mid Cap Eq Fd (Ser E U),"{'raw': 17.009119, 'fmt': '17.01'}","{'raw': 88978744.0, 'fmt': '88.979M', 'longFmt': '88,978,744'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5665063, 'fmt': '1.57%'}","{'raw': 22.52945, 'fmt': '22.53%'}","{'raw': 24.23898, 'fmt': '24.24%'}","{'raw': 19.9047, 'fmt': '19.90'}","{'raw': 13.7489, 'fmt': '13.75'}","{'raw': 23.66624, 'fmt': '23.67%'}","{'raw': -22.45563, 'fmt': '-22.46%'}","{'raw': 16.44145, 'fmt': '16.44%'}",4.0,TOR,ca,"{'raw': 19.299854, 'fmt': '19.30'}","{'raw': 20.3068, 'fmt': '20.31'}"
,0P0001AC6Q.TO,"{'raw': 0.11680031, 'fmt': '0.12'}","{'raw': 0.0, 'fmt': '0.00'}",,CI Can Sm/Mid Cap Eq Corp Cl(SerFT8Shrs),"{'raw': 6.656992, 'fmt': '6.66'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5663807, 'fmt': '1.57%'}",,"{'raw': 16.619444, 'fmt': '16.62%'}","{'raw': 7.5735, 'fmt': '7.57'}","{'raw': 5.4511, 'fmt': '5.45'}",,,,,TOR,ca,"{'raw': 7.397112, 'fmt': '7.40'}","{'raw': 7.7678, 'fmt': '7.77'}"
,0P0001AC6M.TO,"{'raw': 0.11810017, 'fmt': '0.12'}","{'raw': 0.0, 'fmt': '0.00'}",,CI Can Sm/Mid Cap Eq CorpCl(SerEFT8Shrs),"{'raw': 6.7269354, 'fmt': '6.73'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.566336, 'fmt': '1.57%'}",,"{'raw': 16.83755, 'fmt': '16.84%'}","{'raw': 7.658, 'fmt': '7.66'}","{'raw': 5.5061, 'fmt': '5.51'}",,,,,TOR,ca,"{'raw': 7.479398, 'fmt': '7.48'}","{'raw': 7.8543, 'fmt': '7.85'}"
2.0,0P0000SLK6.TO,"{'raw': 0.52209854, 'fmt': '0.52'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 15.17612, 'fmt': '15.18%'}",CI Can Sm/Mid Cap Eq Fd (Ser A U),"{'raw': 28.954403, 'fmt': '28.95'}","{'raw': 88978744.0, 'fmt': '88.979M', 'longFmt': '88,978,744'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5657053, 'fmt': '1.57%'}","{'raw': 22.40016, 'fmt': '22.40%'}","{'raw': 24.193716, 'fmt': '24.19%'}","{'raw': 33.868, 'fmt': '33.87'}","{'raw': 23.4092, 'fmt': '23.41'}","{'raw': 23.48551, 'fmt': '23.49%'}","{'raw': -22.53463, 'fmt': '-22.53%'}","{'raw': 16.33777, 'fmt': '16.34%'}",4.0,TOR,ca,"{'raw': 32.842377, 'fmt': '32.84'}","{'raw': 34.5548, 'fmt': '34.55'}"
2.0,0P0001AC6P.TO,"{'raw': 0.14449978, 'fmt': '0.14'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.18492, 'fmt': '13.18%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerET5Shrs),"{'raw': 8.177896, 'fmt': '8.18'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.564731, 'fmt': '1.56%'}","{'raw': 22.38082, 'fmt': '22.38%'}","{'raw': 18.883324, 'fmt': '18.88%'}","{'raw': 9.3793, 'fmt': '9.38'}","{'raw': 6.675, 'fmt': '6.68'}","{'raw': 21.15388, 'fmt': '21.15%'}","{'raw': -22.35111, 'fmt': '-22.35%'}","{'raw': 16.08081, 'fmt': '16.08%'}",4.0,TOR,ca,"{'raw': 9.141878, 'fmt': '9.14'}","{'raw': 9.605, 'fmt': '9.60'}"
2.0,0P0001AC6K.TO,"{'raw': 0.10479975, 'fmt': '0.10'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.22231, 'fmt': '13.22%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerAT8Shrs),"{'raw': 6.0015373, 'fmt': '6.00'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.564362, 'fmt': '1.56%'}","{'raw': 22.31449, 'fmt': '22.31%'}","{'raw': 15.343534, 'fmt': '15.34%'}","{'raw': 6.804, 'fmt': '6.80'}","{'raw': 4.9262, 'fmt': '4.93'}","{'raw': 21.1179, 'fmt': '21.12%'}","{'raw': -22.39497, 'fmt': '-22.39%'}","{'raw': 16.06001, 'fmt': '16.06%'}",4.0,TOR,ca,"{'raw': 6.651194, 'fmt': '6.65'}","{'raw': 6.9827, 'fmt': '6.98'}"
2.0,0P0001AC50.TO,"{'raw': 0.23920059, 'fmt': '0.24'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.22151, 'fmt': '13.22%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerAShrs),"{'raw': 13.293196, 'fmt': '13.29'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5638114, 'fmt': '1.56%'}","{'raw': 22.30184, 'fmt': '22.30%'}","{'raw': 24.538649, 'fmt': '24.54%'}","{'raw': 15.5352, 'fmt': '15.54'}","{'raw': 10.7532, 'fmt': '10.75'}","{'raw': 21.11327, 'fmt': '21.11%'}","{'raw': -22.3565, 'fmt': '-22.36%'}","{'raw': 16.10193, 'fmt': '16.10%'}",4.0,TOR,ca,"{'raw': 15.067994, 'fmt': '15.07'}","{'raw': 15.8525, 'fmt': '15.85'}"
2.0,0P0001AC51.TO,"{'raw': 0.24240017, 'fmt': '0.24'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.22017, 'fmt': '13.22%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerEShrs),"{'raw': 13.472035, 'fmt': '13.47'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.563751, 'fmt': '1.56%'}","{'raw': 22.49411, 'fmt': '22.49%'}","{'raw': 24.595201, 'fmt': '24.60%'}","{'raw': 15.7436, 'fmt': '15.74'}","{'raw': 10.8981, 'fmt': '10.90'}","{'raw': 21.10407, 'fmt': '21.10%'}","{'raw': -22.21056, 'fmt': '-22.21%'}","{'raw': 16.19402, 'fmt': '16.19%'}",4.0,TOR,ca,"{'raw': 15.270212, 'fmt': '15.27'}","{'raw': 16.0652, 'fmt': '16.07'}"
2.0,0P0001AC6L.TO,"{'raw': 0.14319992, 'fmt': '0.14'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.19643, 'fmt': '13.20%'}",CI Can Sm/Mid Cap Eq Corp Cl(SerAT5Shrs),"{'raw': 8.111944, 'fmt': '8.11'}","{'raw': 8825578.0, 'fmt': '8.826M', 'longFmt': '8,825,578'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5635399, 'fmt': '1.56%'}","{'raw': 22.23381, 'fmt': '22.23%'}","{'raw': 18.696642, 'fmt': '18.70%'}","{'raw': 9.3019, 'fmt': '9.30'}","{'raw': 6.6226, 'fmt': '6.62'}","{'raw': 21.02298, 'fmt': '21.02%'}","{'raw': -22.40979, 'fmt': '-22.41%'}","{'raw': 15.98425, 'fmt': '15.98%'}",4.0,TOR,ca,"{'raw': 9.066182, 'fmt': '9.07'}","{'raw': 9.5256, 'fmt': '9.53'}"
,0P0001DG8Z.TO,"{'raw': 0.27070045, 'fmt': '0.27'}","{'raw': 0.0, 'fmt': '0.00'}",,Leith Wheeler Carbon Con Cnd Eq F,"{'raw': 16.320736, 'fmt': '16.32'}","{'raw': 75334736.0, 'fmt': '75.335M', 'longFmt': '75,334,736'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5574056, 'fmt': '1.56%'}",,"{'raw': 10.977554, 'fmt': '10.98%'}","{'raw': 17.6522, 'fmt': '17.65'}","{'raw': 14.1805, 'fmt': '14.18'}",,,,,TOR,ca,"{'raw': 17.410934, 'fmt': '17.41'}","{'raw': 17.6821, 'fmt': '17.68'}"
,0P0000TOQX.TO,"{'raw': 0.39780045, 'fmt': '0.40'}","{'raw': 0.0, 'fmt': '0.00'}",,Purpose Global Innovators Series X,"{'raw': 22.770287, 'fmt': '22.77'}","{'raw': 23053599.0, 'fmt': '23.054M', 'longFmt': '23,053,599'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5476028, 'fmt': '1.55%'}",,"{'raw': 16.116165, 'fmt': '16.12%'}","{'raw': 26.1021, 'fmt': '26.10'}","{'raw': 17.0204, 'fmt': '17.02'}",,,,,TOR,ca,"{'raw': 24.887499, 'fmt': '24.89'}","{'raw': 26.4194, 'fmt': '26.42'}"
3.0,0P0000TOQY.TO,"{'raw': 0.39780045, 'fmt': '0.40'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 5.57, 'fmt': '5.57%'}",Purpose Global Innovators Series F,"{'raw': 22.784138, 'fmt': '22.78'}","{'raw': 23053599.0, 'fmt': '23.054M', 'longFmt': '23,053,599'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5476028, 'fmt': '1.55%'}","{'raw': 49.65782, 'fmt': '49.66%'}","{'raw': 16.116165, 'fmt': '16.12%'}","{'raw': 26.1021, 'fmt': '26.10'}","{'raw': 17.0204, 'fmt': '17.02'}","{'raw': 11.59, 'fmt': '11.59%'}","{'raw': -11.89341, 'fmt': '-11.89%'}","{'raw': -5.38247, 'fmt': '-5.38%'}",4.0,TOR,ca,"{'raw': 24.887499, 'fmt': '24.89'}","{'raw': 26.4194, 'fmt': '26.42'}"
1.0,0P0001H9M6.F,"{'raw': 0.15289974, 'fmt': '0.15'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 13.9861, 'fmt': '13.99%'}",Baillie Gifford WW Discovery A EUR Acc,"{'raw': 8.887, 'fmt': '8.89'}","{'raw': 0.0, 'fmt': '0', 'longFmt': '0'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5451754, 'fmt': '1.55%'}","{'raw': 1.47257, 'fmt': '1.47%'}","{'raw': 15.348053, 'fmt': '15.35%'}","{'raw': 10.0482, 'fmt': '10.05'}","{'raw': 6.7453, 'fmt': '6.75'}","{'raw': 0.08461, 'fmt': '0.08%'}","{'raw': -15.49266, 'fmt': '-15.49%'}","{'raw': 38.5456, 'fmt': '38.55%'}",4.0,TOR,ca,"{'raw': 9.781038, 'fmt': '9.78'}","{'raw': 10.2603, 'fmt': '10.26'}"
1.0,0P0000TOQW.TO,"{'raw': 0.34479904, 'fmt': '0.34'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 6.58722, 'fmt': '6.59%'}",Purpose Global Innovators Series A,"{'raw': 19.84168, 'fmt': '19.84'}","{'raw': 23053599.0, 'fmt': '23.054M', 'longFmt': '23,053,599'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5445771, 'fmt': '1.54%'}","{'raw': 14.16016, 'fmt': '14.16%'}","{'raw': 14.881718, 'fmt': '14.88%'}","{'raw': 22.668, 'fmt': '22.67'}","{'raw': 14.872, 'fmt': '14.87'}","{'raw': 9.95188, 'fmt': '9.95%'}","{'raw': -40.31083, 'fmt': '-40.31%'}","{'raw': 49.67549, 'fmt': '49.68%'}",5.0,TOR,ca,"{'raw': 21.635283, 'fmt': '21.64'}","{'raw': 22.9451, 'fmt': '22.95'}"
,0P0001TL81.TO,"{'raw': 0.2397995, 'fmt': '0.24'}","{'raw': 0.0, 'fmt': '0.00'}",,Dynamic Global Growth Opportunities F,"{'raw': 14.059681, 'fmt': '14.06'}","{'raw': 199687689.0, 'fmt': '199.688M', 'longFmt': '199,687,689'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.5427539, 'fmt': '1.54%'}",,"{'raw': 26.837456, 'fmt': '26.84%'}","{'raw': 15.7834, 'fmt': '15.78'}","{'raw': 11.028, 'fmt': '11.03'}",,,,,TOR,ca,"{'raw': 15.319066, 'fmt': '15.32'}","{'raw': 15.9221, 'fmt': '15.92'}"
,0P0001TL80.TO,"{'raw': 0.22030067, 'fmt': '0.22'}","{'raw': 0.0, 'fmt': '0.00'}",,0P0001TL80.TO,"{'raw': 12.987823, 'fmt': '12.99'}","{'raw': 199687689.0, 'fmt': '199.688M', 'longFmt': '199,687,689'}","{'raw': 0.0, 'fmt': '0.00'}","{'raw': 1.539692, 'fmt': '1.54%'}",,"{'raw': 25.99318, 'fmt': '25.99%'}","{'raw': 14.5284, 'fmt': '14.53'}","{'raw': 10.2061, 'fmt': '10.21'}",,,,,TOR,ca,"{'raw': 14.114646, 'fmt': '14.11'}","{'raw': 14.6733, 'fmt': '14.67'}"
